	organism	tem
1876	Enterobacter sp. ODB01	404ERROR
1877	Enterobacter sp. R4-368	404ERROR
1878	Enterobacter sp. SA187	404ERROR
1879	Enterobacter xiangfangensis	404ERROR
1880	Enterococcus casseliflavus EC20	404ERROR
1881	Enterococcus durans	0
1882	Enterococcus faecalis	['45', '60']
1883	Enterococcus faecalis ARO1/DG	['45', '60']
1884	Enterococcus faecalis ATCC 29212	['45', '60']
1885	Enterococcus faecalis D32	['45', '60']
1886	Enterococcus faecalis DENG1	['45', '60']
1887	Enterococcus faecalis OG1RF	['45', '60']
1888	Enterococcus faecalis str. Symbioflor 1	['45', '60']
1889	Enterococcus faecalis V583	['45', '60']
1890	Enterococcus faecium	0
1891	Enterococcus faecium Aus0004	0
1892	Enterococcus faecium Aus0085	0
1893	Enterococcus faecium DO	0
1894	Enterococcus faecium NRRL B-2354	0
1895	Enterococcus faecium T110	0
1896	Enterococcus gallinarum	0
1897	Enterococcus hirae	0
1898	Enterococcus hirae ATCC 9790	0
1899	Enterococcus mundtii	0
1900	Enterococcus mundtii QU 25	0
1901	Enterococcus sp. CR-Ec1	404ERROR
1902	Enterococcus sp. FDAARGOS_375	404ERROR
1903	Enterococcus thailandicus	404ERROR
1904	Enterococcus wangshanyuanii	404ERROR
1905	Entomoplasma freundtii	0
1906	Entomoplasma luminosum	404ERROR
1907	Entomoplasma melaleucae	404ERROR
1908	Entomoplasma somnilux	404ERROR
1909	Erwinia amylovora	0
1910	Erwinia amylovora ATCC 49946	0
1911	Erwinia amylovora CFBP1430	0
1912	Erwinia billingiae Eb661	404ERROR
1913	Erwinia gerundensis	404ERROR
1914	Erwinia pyrifoliae	0
1915	Erwinia pyrifoliae Ep1/96	0
1916	Erwinia sp. Ejp617	404ERROR
1917	Erwinia tasmaniensis Et1/99	404ERROR
1918	Erysipelothrix larvae	404ERROR
1919	Erysipelothrix rhusiopathiae	0
1920	Erysipelothrix rhusiopathiae str. Fujisawa	0
1921	Erysipelothrix rhusiopathiae SY1027	0
1922	Erysipelotrichaceae bacterium I46	404ERROR
1923	Erythrobacter atlanticus	0
1924	Erythrobacter flavus	0
1925	Erythrobacter gangjinensis	0
1926	Erythrobacter litoralis	0
1927	Erythrobacter litoralis HTCC2594	0
1928	Erythrobacter seohaensis	0
1929	Erythrobacter sp. Alg231-14	404ERROR
1930	Escherichia albertii	0
1931	Escherichia albertii KF1	0
1932	Escherichia coli	['37', '49']
1933	Escherichia coli 042	['37', '49']
1934	Escherichia coli 1303	['37', '49']
1935	Escherichia coli 536	['37', '49']
1936	Escherichia coli 55989	['37', '49']
1937	Escherichia coli ABU 83972	['37', '49']
1938	Escherichia coli ACN001	['37', '49']
1939	Escherichia coli APEC IMT5155	['37', '49']
1940	Escherichia coli APEC O1	['37', '49']
1941	Escherichia coli APEC O18	['37', '49']
1942	Escherichia coli APEC O2-211	['37', '49']
1943	Escherichia coli APEC O78	['37', '49']
1944	Escherichia coli ATCC 25922	['37', '49']
1945	Escherichia coli ATCC 8739	['37', '49']
1946	Escherichia coli B	['37', '49']
1947	Escherichia coli BL21(DE3)	['37', '49']
1948	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	['37', '49']
1949	Escherichia coli B str. REL606	['37', '49']
1950	Escherichia coli BW25113	['37', '49']
1951	Escherichia coli BW2952	['37', '49']
1952	Escherichia coli C	['37', '49']
1953	Escherichia coli CFT073	['37', '49']
1954	Escherichia coli DH1	['37', '49']
1955	Escherichia coli ECC-1470	['37', '49']
1956	Escherichia coli ER2796	['37', '49']
1957	Escherichia coli ETEC H10407	['37', '49']
1958	Escherichia coli HS	['37', '49']
1959	Escherichia coli IAI1	['37', '49']
1960	Escherichia coli IAI39	['37', '49']
1961	Escherichia coli IHE3034	['37', '49']
1962	Escherichia coli JJ1886	['37', '49']
1963	Escherichia coli JJ1887	['37', '49']
1964	Escherichia coli K-12	['37', '49']
1965	Escherichia coli KLY	['37', '49']
1966	Escherichia coli KO11FL	['37', '49']
1967	Escherichia coli LF82	['37', '49']
1968	Escherichia coli LY180	['37', '49']
1969	Escherichia coli Nissle 1917	['37', '49']
1970	Escherichia coli NU14	['37', '49']
1971	Escherichia coli O103:H2 str. 12009	['37', '49']
1972	Escherichia coli O103 str. RM10042	['37', '49']
1973	Escherichia coli O103 str. RM8385	['37', '49']
1974	Escherichia coli O104:H21 str. CFSAN002236	['37', '49']
1975	Escherichia coli O104:H4	['37', '49']
1976	Escherichia coli O104:H4 str. 2009EL-2050	['37', '49']
1977	Escherichia coli O104:H4 str. 2009EL-2071	['37', '49']
1978	Escherichia coli O104:H4 str. 2011C-3493	['37', '49']
1979	Escherichia coli O104:H4 str. C227-11	['37', '49']
1980	Escherichia coli O111:H- str. 11128	['37', '49']
1981	Escherichia coli O111 str. RM9322	['37', '49']
1982	Escherichia coli O114:H49	['37', '49']
1983	Escherichia coli O121:H19	['37', '49']
1984	Escherichia coli O121 str. RM8352	['37', '49']
1985	Escherichia coli O127:H6	['37', '49']
1986	Escherichia coli O127:H6 str. E2348/69	['37', '49']
1987	Escherichia coli O128:H27	['37', '49']
1988	Escherichia coli O139:H28 str. E24377A	['37', '49']
1989	Escherichia coli O145:H28 str. RM12581	['37', '49']
1990	Escherichia coli O145:H28 str. RM12761	['37', '49']
1991	Escherichia coli O145:H28 str. RM13514	['37', '49']
1992	Escherichia coli O145:H28 str. RM13516	['37', '49']
1993	Escherichia coli O157	['37', '49']
1994	Escherichia coli O157:H16	['37', '49']
1995	Escherichia coli O157:H7	['37', '49']
1996	Escherichia coli O157:H7 str. EC4115	['37', '49']
1997	Escherichia coli O157:H7 str. EDL933	['37', '49']
1998	Escherichia coli O157:H7 str. Sakai	['37', '49']
1999	Escherichia coli O157:H7 str. SS17	['37', '49']
2000	Escherichia coli O157:H7 str. SS52	['37', '49']
2001	Escherichia coli O157:H7 str. TW14359	['37', '49']
2002	Escherichia coli O15:H11	['37', '49']
2003	Escherichia coli O169:H41	['37', '49']
2004	Escherichia coli O178:H19	['37', '49']
2005	Escherichia coli O25b:H4	['37', '49']
2006	Escherichia coli O25b:H4-ST131	['37', '49']
2007	Escherichia coli O25:H16	['37', '49']
2008	Escherichia coli O25:NM	['37', '49']
2009	Escherichia coli O26:H11 str. 11368	['37', '49']
2010	Escherichia coli O26 str. RM10386	['37', '49']
2011	Escherichia coli O26 str. RM8426	['37', '49']
2012	Escherichia coli O27:H7	['37', '49']
2013	Escherichia coli O55:H7 str. CB9615	['37', '49']
2014	Escherichia coli O55:H7 str. RM12579	['37', '49']
2015	Escherichia coli O6:H16	['37', '49']
2016	Escherichia coli O7:K1 str. CE10	['37', '49']
2017	Escherichia coli O83:H1 str. NRG 857C	['37', '49']
2018	Escherichia coli O91 str. RM7190	['37', '49']
2019	Escherichia coli PCN033	['37', '49']
2020	Escherichia coli PCN061	['37', '49']
2021	Escherichia coli S88	['37', '49']
2022	Escherichia coli SE11	['37', '49']
2023	Escherichia coli SE15	['37', '49']
2024	Escherichia coli SMS-3-5	['37', '49']
2025	Escherichia coli str. 'clone D i14'	['37', '49']
2026	Escherichia coli str. 'clone D i2'	['37', '49']
2027	Escherichia coli str. K-12 substr. DH10B	['37', '49']
2028	Escherichia coli str. K-12 substr. MC4100	['37', '49']
2029	Escherichia coli str. K-12 substr. MDS42	['37', '49']
2030	Escherichia coli str. K-12 substr. MG1655	['37', '49']
2031	Escherichia coli str. K-12 substr. W3110	['37', '49']
2032	Escherichia coli str. Sanji	['37', '49']
2033	Escherichia coli UM146	['37', '49']
2034	Escherichia coli UMNK88	['37', '49']
2035	Escherichia coli UTI89	['37', '49']
2036	Escherichia coli VR50	['37', '49']
2037	Escherichia coli W	['37', '49']
2038	Escherichia coli Xuzhou21	['37', '49']
2039	Escherichia fergusonii ATCC 35469	0
2040	Escherichia marmotae	404ERROR
2041	Ethanoligenens harbinense YUAN-3	0
2042	[Eubacterium] eligens ATCC 27750	404ERROR
2043	[Eubacterium] hallii	404ERROR
2044	Eubacterium limosum	404ERROR
2045	Eubacterium limosum KIST612	404ERROR
2046	[Eubacterium] rectale ATCC 33656	404ERROR
2047	Eubacterium sulci ATCC 35585	404ERROR
2048	Exiguobacterium antarcticum B7	404ERROR
2049	Exiguobacterium sibiricum 255-15	404ERROR
2050	Exiguobacterium sp. AT1b	404ERROR
2051	Exiguobacterium sp. MH3	404ERROR
2052	Exiguobacterium sp. U13-1	404ERROR
2053	Exiguobacterium sp. ZWU0009	404ERROR
2054	Ezakiella massiliensis	404ERROR
2055	Faecalibacterium prausnitzii	0
2056	Faecalibaculum rodentium	404ERROR
2057	Fastidiosipila sanguinis	404ERROR
2058	Fermentimonas caenicola	0
2059	Ferrimonas balearica DSM 9799	404ERROR
2060	Ferroglobus placidus DSM 10642	['85', '65', '95']
2061	Ferroplasma acidarmanus fer1	0
2062	Ferroplasma acidiphilum	['35']
2063	Fervidobacterium islandicum	0
2064	Fervidobacterium nodosum Rt17-B1	404ERROR
2065	Fervidobacterium pennivorans	404ERROR
2066	Fervidobacterium pennivorans DSM 9078	404ERROR
2067	Fibrella sp. ES10-3-2-2	404ERROR
2068	Fibrobacter succinogenes subsp. succinogenes S85	0
2069	Fictibacillus arsenicus	0
2070	Fictibacillus phosphorivorans	0
2071	Filifactor alocis ATCC 35896	404ERROR
2072	Filimonas lacunae	404ERROR
2073	Fimbriimonas ginsengisoli Gsoil 348	0
2074	Finegoldia magna ATCC 29328	404ERROR
2075	Fischerella sp. NIES-3754	404ERROR
2076	Flammeovirgaceae bacterium 311	404ERROR
2077	Flammeovirga sp. MY04	404ERROR
2078	Flavisolibacter tropicus	404ERROR
2079	Flavivirga eckloniae	404ERROR
2080	Flavobacteriaceae bacterium 3519-10	404ERROR
2081	Flavobacteriaceae bacterium UJ101	404ERROR
2082	Flavobacterium branchiophilum FL-15	404ERROR
2083	Flavobacterium columnare	0
2084	Flavobacterium columnare ATCC 49512	0
2085	Flavobacterium communis	404ERROR
2086	Flavobacterium crassostreae	0
2087	Flavobacterium faecale	0
2088	Flavobacterium gilvum	404ERROR
2089	Flavobacterium indicum GPTSA100-9 = DSM 17447	404ERROR
2090	Flavobacterium johnsoniae	404ERROR
2091	Flavobacterium johnsoniae UW101	404ERROR
2092	Flavobacterium psychrophilum	0
2093	Flavobacterium psychrophilum FPG101	0
2094	Flavobacterium psychrophilum FPG3	0
2095	Flavobacterium psychrophilum JIP02/86	0
2096	Flavobacterium sp. AJ004	404ERROR
2097	Flavobacterium sp. HYN0048	404ERROR
2098	Flavobacterium sp. HYN0049	404ERROR
2099	Flavobacterium sp. HYN0059	404ERROR
2100	Flavonifractor plautii	404ERROR
2101	Flexistipes sinusarabici DSM 4947	404ERROR
2102	Fluviicola taffensis DSM 16823	404ERROR
2103	Formosa sp. Hel1_33_131	404ERROR
2104	Formosa sp. Hel3_A1_48	404ERROR
2105	Francisella cf. novicida Fx1	404ERROR
2106	Francisella cf. tularensis subsp. novicida 3523	404ERROR
2107	Francisella halioticida	404ERROR
2108	Francisella hispaniensis FSC454	404ERROR
2109	Francisella noatunensis subsp. noatunensis FSC772	404ERROR
2110	Francisella noatunensis subsp. orientalis	404ERROR
2111	Francisella noatunensis subsp. orientalis FNO12	404ERROR
2112	Francisella noatunensis subsp. orientalis FNO24	404ERROR
2113	Francisella noatunensis subsp. orientalis LADL--07-285A	404ERROR
2114	Francisella noatunensis subsp. orientalis str. Toba 04	404ERROR
2115	Francisella persica ATCC VR-331	404ERROR
2116	Francisella philomiragia	404ERROR
2117	Francisella philomiragia subsp. philomiragia ATCC 25015	404ERROR
2118	Francisella philomiragia subsp. philomiragia ATCC 25017	404ERROR
2119	Francisella sp. CA97-1460	404ERROR
2120	Francisella sp. FSC1006	404ERROR
2121	Francisella sp. MA067296	404ERROR
2122	Francisella sp. TX077308	404ERROR
2123	Francisella sp. TX077310	404ERROR
2124	Francisella tularensis	0
2125	Francisella tularensis subsp. holarctica	0
2126	Francisella tularensis subsp. holarctica F92	0
2127	Francisella tularensis subsp. holarctica FSC200	0
2128	Francisella tularensis subsp. holarctica FTNF002-00	0
2129	Francisella tularensis subsp. holarctica LVS	0
2130	Francisella tularensis subsp. holarctica OSU18	0
2131	Francisella tularensis subsp. holarctica PHIT-FT049	0
2132	Francisella tularensis subsp. mediasiatica FSC147	0
2133	Francisella tularensis subsp. novicida	0
2134	Francisella tularensis subsp. novicida D9876	0
2135	Francisella tularensis subsp. novicida F6168	0
2136	Francisella tularensis subsp. novicida PA10-7858	0
2137	Francisella tularensis subsp. novicida U112	0
2138	Francisella tularensis subsp. tularensis	0
2139	Francisella tularensis subsp. tularensis FSC198	0
2140	Francisella tularensis subsp. tularensis MA00-2987	0
2141	Francisella tularensis subsp. tularensis NE061598	0
2142	Francisella tularensis subsp. tularensis SCHU S4	0
2143	Francisella tularensis subsp. tularensis str. SCHU S4 substr. NR-28534	0
2144	Francisella tularensis subsp. tularensis WY-00W4114	0
2145	Francisella tularensis subsp. tularensis WY96-3418	0
2146	Frankia alni ACN14a	0
2147	Frankia casuarinae	404ERROR
2148	Frankia inefficax	404ERROR
2149	Frankia sp. EAN1pec	404ERROR
2150	Frankia symbiont of Datisca glomerata	404ERROR
2151	Frateuria aurantia DSM 6220	0
2152	Frischella perrara	404ERROR
2153	Frondihabitans sp. PAMC 28766	404ERROR
2154	Fuerstia marisgermanicae	404ERROR
2155	Fusobacterium gonidiaformans ATCC 25563	404ERROR
2156	Fusobacterium hwasookii ChDC F174	404ERROR
2157	Fusobacterium hwasookii ChDC F206	404ERROR
2158	Fusobacterium hwasookii ChDC F300	404ERROR
2159	Fusobacterium mortiferum ATCC 9817	404ERROR
2160	Fusobacterium necrophorum subsp. funduliforme	0
2161	Fusobacterium nucleatum subsp. animalis	0
2162	Fusobacterium nucleatum subsp. animalis 4_8	0
2163	Fusobacterium nucleatum subsp. animalis 7_1	0
2164	Fusobacterium nucleatum subsp. nucleatum	0
2165	Fusobacterium nucleatum subsp. nucleatum ATCC 23726	0
2166	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	0
2167	Fusobacterium nucleatum subsp. nucleatum ChDC F316	0
2168	Fusobacterium nucleatum subsp. polymorphum	0
2169	Fusobacterium nucleatum subsp. vincentii	0
2170	Fusobacterium nucleatum subsp. vincentii 3_1_27	0
2171	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	0
2172	Fusobacterium periodonticum	404ERROR
2173	Fusobacterium ulcerans	404ERROR
2174	Fusobacterium varium	404ERROR
2175	Fusobacterium varium ATCC 27725	404ERROR
2176	Gallibacterium anatis UMN179	404ERROR
2177	Gallionella capsiferriformans ES-2	404ERROR
2178	Gammaproteobacteria bacterium DM2	404ERROR
2179	gamma proteobacterium HdN1	404ERROR
2180	Gardnerella vaginalis	0
2181	Gardnerella vaginalis 409-05	0
2182	Gardnerella vaginalis ATCC 14018 = JCM 11026	0
2183	Gardnerella vaginalis ATCC 14019	0
2184	Gardnerella vaginalis HMP9231	0
2185	Geitlerinema sp. PCC 7407	404ERROR
2186	Gemella sp. oral taxon 928	404ERROR
2187	Geminocystis sp. NIES-3708	404ERROR
2188	Geminocystis sp. NIES-3709	404ERROR
2189	Gemmata sp. SH-PL17	404ERROR
2190	Gemmatimonas aurantiaca T-27	0
2191	Gemmatimonas phototrophica	404ERROR
2192	Gemmatirosa kalamazoonesis	404ERROR
2193	Gemmobacter sp. HYN0069	404ERROR
2194	Geoalkalibacter subterraneus	0
2195	Geobacillus genomosp. 3	404ERROR
2196	Geobacillus kaustophilus HTA426	404ERROR
2197	Geobacillus lituanicus	404ERROR
2198	Geobacillus sp. C56-T3	404ERROR
2199	Geobacillus sp. GHH01	404ERROR
2200	Geobacillus sp. WCH70	404ERROR
2201	Geobacillus sp. Y412MC52	404ERROR
2202	Geobacillus sp. Y412MC61	404ERROR
2203	Geobacillus sp. Y4.1MC1	404ERROR
2204	Geobacillus stearothermophilus	['65', '70', '96']
2205	Geobacillus stearothermophilus 10	['65', '70', '96']
2206	Geobacillus subterraneus	404ERROR
2207	Geobacillus thermocatenulatus	404ERROR
2208	Geobacillus thermodenitrificans	404ERROR
2209	Geobacillus thermodenitrificans NG80-2	404ERROR
2210	Geobacillus thermoleovorans	404ERROR
2211	Geobacillus thermoleovorans CCB_US3_UF5	404ERROR
2212	Geobacter anodireducens	0
2213	Geobacter bemidjiensis Bem	0
2214	Geobacter daltonii FRC-32	0
2215	Geobacter lovleyi SZ	0
2216	Geobacter metallireducens GS-15	0
2217	Geobacter pickeringii	404ERROR
2218	Geobacter sp. M18	404ERROR
2219	Geobacter sp. M21	404ERROR
2220	Geobacter sulfurreducens KN400	0
2221	Geobacter sulfurreducens PCA	0
2222	Geobacter uraniireducens Rf4	0
2223	Geodermatophilus obscurus DSM 43160	404ERROR
2224	Geoglobus acetivorans	['88', '65', '90']
2225	Geoglobus ahangari	['88', '65', '90']
2226	Geosporobacter ferrireducens	404ERROR
2227	Gibbsiella quercinecans	404ERROR
2228	Gilliamella apicola	404ERROR
2229	Glaciecola nitratireducens FR1064	0
2230	Glaciecola sp. 4H-3-7+YE-5	404ERROR
2231	Gloeobacter kilaueensis JS1	404ERROR
2232	Gloeobacter violaceus PCC 7421	['30']
2233	Gloeocapsa sp. PCC 7428	404ERROR
2234	Gluconacetobacter diazotrophicus PA1 5	0
2235	Gluconobacter albidus	404ERROR
2236	Gluconobacter oxydans	404ERROR
2237	Gluconobacter oxydans 621H	404ERROR
2238	Gluconobacter oxydans DSM 3504	404ERROR
2239	Gluconobacter oxydans H24	404ERROR
2240	Glutamicibacter arilaitensis Re117	404ERROR
2241	Glutamicibacter halophytocola	404ERROR
2242	Gordonia bronchialis DSM 43247	404ERROR
2243	Gordonia iterans	0
2244	Gordonia phthalatica	404ERROR
2245	Gordonia polyisoprenivorans VH2	0
2246	Gordonia sp. KTR9	404ERROR
2247	Gordonia sp. YC-JH1	404ERROR
2248	Gordonia terrae	404ERROR
2249	Gordonibacter massiliensis	404ERROR
2250	Gordonibacter urolithinfaciens	404ERROR
2251	Gottschalkia acidurici 9a	404ERROR
2252	Gramella flava JLT2011	404ERROR
2253	Gramella forsetii KT0803	404ERROR
2254	Gramella sp. LPB0144	404ERROR
2255	Gramella sp. SH35	404ERROR
2256	Granulibacter bethesdensis	0
2257	Granulibacter bethesdensis CGDNIH1	0
2258	Granulibacter bethesdensis CGDNIH4	0
2259	Granulicella mallensis MP5ACTX8	404ERROR
2260	Granulicella tundricola MP5ACTX9	404ERROR
2261	Granulosicoccus antarcticus IMCC3135	404ERROR
2262	Grimontia hollisae	0
2263	Gynuella sunshinyii YC6258	404ERROR
2264	Haematospirillum jordaniae	404ERROR
2265	[Haemophilus] ducreyi	404ERROR
2266	Haemophilus ducreyi 35000HP	0
2267	Haemophilus influenzae	0
2268	Haemophilus influenzae 10810	0
2269	Haemophilus influenzae 2019	0
2270	Haemophilus influenzae 86-028NP	0
2271	Haemophilus influenzae CGSHiCZ412602	0
2272	Haemophilus influenzae F3031	0
2273	Haemophilus influenzae F3047	0
2274	Haemophilus influenzae KR494	0
2275	Haemophilus influenzae R2846	0
2276	Haemophilus influenzae R2866	0
2277	Haemophilus influenzae Rd KW20	0
2278	Haemophilus parainfluenzae T3T1	0
2279	[Haemophilus] parasuis	404ERROR
2280	Haemophilus parasuis SH0165	404ERROR
2281	Haemophilus pittmaniae	0
2282	Haemophilus somnus 129PT	404ERROR
2283	Haemophilus somnus 2336	404ERROR
2284	Haemophilus sp. oral taxon 036	404ERROR
2285	Hafnia alvei	['44', '35']
2286	Hafnia alvei FB1	['44', '35']
2287	Hafnia paralvei	404ERROR
2288	Hafnia sp. CBA7124	404ERROR
2289	Hahella chejuensis KCTC 2396	404ERROR
2290	Halalkalicoccus jeotgali B3	0
2291	Halanaeroarchaeum sulfurireducens	404ERROR
2292	Halanaerobium hydrogeniformans	404ERROR
2293	Halanaerobium praevalens DSM 2228	404ERROR
2294	Haliangium ochraceum DSM 14365	0
2295	Halioglobus japonicus	404ERROR
2296	Halioglobus pacificus	404ERROR
2297	Haliscomenobacter hydrossis DSM 1100	404ERROR
2298	Haloarculaceae archaeon HArcel1	404ERROR
2299	Haloarcula hispanica ATCC 33960	['45']
2300	Haloarcula hispanica N601	['45']
2301	Haloarcula marismortui ATCC 43049	['45']
2302	Haloarcula sp. CBA1115	404ERROR
2303	Haloarcula sp. 'Taiwanensis'	404ERROR
2304	Halobacillus halophilus	404ERROR
2305	Halobacillus halophilus DSM 2266	404ERROR
2306	Halobacillus mangrovi	404ERROR
2307	Halobacteriovorax marinus	404ERROR
2308	Halobacteriovorax marinus SJ	404ERROR
2309	Halobacterium hubeiense	404ERROR
2310	Halobacterium salinarum NRC-1	0
2311	Halobacterium salinarum R1	0
2312	Halobacterium sp. DL1	404ERROR
2313	Halobacteroides halobius DSM 5150	0
2314	Halobiforma lacisalsi AJ5	0
2315	Halocynthiibacter arcticus	404ERROR
2316	Halodesulfurarchaeum formicicum	404ERROR
2317	Haloferax gibbonsii	0
2318	Haloferax mediterranei ATCC 33500	0
2319	Haloferax volcanii DS2	['42', '37']
2320	Halogeometricum borinquense DSM 11551	0
2321	Halohasta litchfieldiae	404ERROR
2322	Halomicrobium mukohataei DSM 12286	0
2323	Halomicronema hongdechloris C2206	404ERROR
2324	Halomonas aestuarii	404ERROR
2325	Halomonas beimenensis	404ERROR
2326	Halomonas campaniensis	404ERROR
2327	Halomonas chromatireducens	404ERROR
2328	Halomonas huangheensis	404ERROR
2329	Halomonas hydrothermalis	404ERROR
2330	Halomonas sp. 1513	404ERROR
2331	Halomonas sp. GFAJ-1	404ERROR
2332	Halomonas sp. GT	404ERROR
2333	Halomonas sp. KO116	404ERROR
2334	Halomonas sp. R57-5	404ERROR
2335	Halomonas sp. SF2003	404ERROR
2336	Halomonas sp. 'Soap Lake #6'	404ERROR
2337	Halomonas sp. 'Soap Lake #7'	404ERROR
2338	Halopenitus persicus	404ERROR
2339	halophilic archaeon DL31 Archaea.	404ERROR
2340	Halopiger xanaduensis SH-6	0
2341	Haloquadratum walsbyi C23	0
2342	Haloquadratum walsbyi DSM 16790	0
2343	Halorhabdus tiamatea SARL4B	['55', '50']
2344	Halorhabdus utahensis DSM 12940	['55', '50']
2345	Halorhodospira halophila SL1	0
2346	Halorientalis sp. IM1011	404ERROR
2347	Halorubrum lacusprofundi ATCC 49239	0
2348	Halorubrum trapanicum	0
2349	Halostagnicola larsenii XH-48	0
2350	Halotalea alkalilenta	404ERROR
2351	Haloterrigena daqingensis	404ERROR
2352	Haloterrigena turkmenica DSM 5511	['40', '51', '57']
2353	Halothece sp. PCC 7418	404ERROR
2354	Halothermothrix orenii H 168	404ERROR
2355	Halothiobacillus neapolitanus c2	0
2356	Halothiobacillus sp. LS2	404ERROR
2357	Hartmannibacter diazotrophicus	404ERROR
